============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(2 MeV) ==> PMMA(  5 um) ================================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 4144  1 .1918064E+07   5000200E-02  .2324E+02  .1402E+03   .9999909  .0035091  .0024326
T 4145  1 .1921922E+07   5000168E-02  .8451E+02  .2744E+03   .9999111  .0046720  .0124912
T 4146  1 .1918919E+07   5000131E-02  .1155E+03 -.5543E+02   .9999648  .0035512 -.0076013
T 4147  1 .1924798E+07   5000123E-02 -.7997E+02  .8264E+02   .9999937 -.0019850  .0029358
T 4148  1 .1935304E+07   5000029E-02 -.3835E+01 -.2245E+02   .9999985  .0009159 -.0014754
T 4149  1 .1932514E+07   5000048E-02 -.5358E+02  .4220E+02   .9999949  .0031260  .0006402
T 4150  1 .1929957E+07   5000166E-02 -.1682E+04  .1905E+03   .9964481 -.0836994  .0092472
T 4151  1 .1932236E+07   5000132E-02 -.6464E+01  .4987E+03   .9998881  .0000979  .0149560
T 4152  1 .1910380E+07   5000138E-02 -.6839E+02  .9395E+02   .9999954 -.0028847  .0008915
T 4153  1 .1932640E+07   5000168E-02  .1494E+03  .1168E+02   .9999828  .0057964  .0008721
T 4154  1 .1932589E+07   5000063E-02 -.7075E+01 -.1076E+03   .9999751  .0027459 -.0065050
T 4155  1 .1924028E+07   5000142E-02  .1260E+03 -.5662E+02   .9999878  .0049159 -.0004323
T 4156  1 .1930187E+07   5000167E-02  .1434E+02  .7098E+02   .9999994  .0008908  .0005978
T 4157  1 .1917749E+07   5000017E-02 -.1297E+02 -.2249E+03   .9999327 -.0009442 -.0115592
T 4158  1 .1912752E+07   5000198E-02 -.1643E+02 -.2918E+02   .9999877 -.0037883 -.0031955
T 4159  1 .1921263E+07   5000223E-02  .2159E+02 -.9883E+02   .9999968 -.0010182 -.0023360
T 4160  1 .1923512E+07   5000214E-02 -.2296E+03 -.9821E+02   .9999661 -.0082315 -.0001122
T 4161  1 .1928983E+07   5000199E-02 -.1278E+03 -.4275E+02   .9999744 -.0064856 -.0030081
T 4162  1 .1920204E+07   5000223E-02 -.2316E+03 -.8952E+02   .9998652 -.0144096 -.0078663
T 4163  1 .1915794E+07   5000213E-02 -.2217E+02 -.7948E+02   .9999064 -.0094492  .0098972
T 4164  1 .1932055E+07   5000080E-02  .5080E+02 -.3758E+01   .9999881  .0038156 -.0030244
T 4165  1 .1925670E+07   5000152E-02  .1275E+02 -.9038E+02   .9999898 -.0008430 -.0044450
T 4166  1 .1920136E+07   5000055E-02  .2410E+02 -.1254E+03   .9999723 -.0001403 -.0074425
T 4167  1 .1915913E+07   5000047E-02 -.1741E+03 -.1505E+02   .9999392 -.0092332 -.0060245
T 4168  1 .1925276E+07   5000186E-02 -.1229E+03  .2086E+02   .9999827 -.0053564 -.0024509
T 4169  1 .1923931E+07   5000092E-02  .1898E+03 -.2200E+02   .9999281  .0098288 -.0068705
T 4170  1 .1926365E+07   5000070E-02  .1249E+03 -.1073E+02   .9999983  .0017645 -.0004652
T 4171  1 .1909497E+07   5000109E-02 -.3165E+01  .2766E+01   .9999984  .0016208 -.0006991
T 4172  1 .1932519E+07   5000123E-02  .7196E+02  .6020E+02   .9999681  .0077675 -.0018415
T 4173  1 .1933652E+07   5000060E-02  .4516E+02  .6576E+01   .9999752 -.0049259  .0050286
T 4174  1 .1930177E+07   5000073E-02 -.1638E+03 -.2449E+03   .9999671 -.0063351 -.0050757
T 4175  1 .1922058E+07   5000168E-02 -.8505E+02  .6109E+02   .9999928 -.0022143  .0030937
T 4176  1 .1920519E+07   5000220E-02  .2263E+02  .5752E+01   .9999996 -.0007214  .0005636
T 4177  1 .1934473E+07   5000164E-02  .5019E+02  .7296E+02   .9999916  .0033015  .0024285
T 4178  1 .1927236E+07   5000219E-02 -.4049E+02  .2385E+02   .9999793 -.0063797  .0008207
T 4179  1 .1932421E+07   5000149E-02 -.5974E+02 -.2517E+02   .9999457 -.0083098  .0062898
T 4180  1 .1927577E+07   5000132E-02 -.8628E+02  .1231E+03   .9999632 -.0052813  .0067577
T 4181  1 .1926708E+07   5000090E-02  .5138E+02  .2459E+02   .9999914  .0001201  .0041520
T 4182  1 .1918913E+07   5000051E-02 -.4502E+02 -.1700E+03   .9999551 -.0025170 -.0091383
T 4183  1 .1934522E+07   5000088E-02  .1108E+02 -.1611E+02   .9999992  .0002992 -.0012220
T 4184  1 .1921584E+07   5000198E-02  .6688E+02  .1698E+02   .9999663  .0071019  .0041271
T 4185  1 .1922947E+07   5000220E-02  .1473E+02  .4880E+02   .9999729 -.0018822  .0071215
T 4186  1 .1922475E+07   5000107E-02 -.6563E+02  .8079E+02   .9999800 -.0037854  .0050741
T 4187  1 .1912488E+07   5000124E-02  .4592E+02  .5619E+02   .9998531  .0109170  .0132141
T 4188  1 .1921299E+07   5000110E-02  .3595E+02 -.3557E+03   .9997625  .0004070 -.0217915
T 4189  1 .1921484E+07   5000147E-02 -.9507E+02 -.4383E+00   .9999777 -.0066551  .0004613
T 4190  1 .1930572E+07   5000164E-02 -.1591E+03 -.1179E+03   .9999441 -.0094616 -.0047217
T 4191  1 .1916925E+07   5000005E-02 -.2171E+03 -.1666E+02   .9999680 -.0079868  .0004588
T 4192  1 .1925888E+07   5000072E-02  .6086E+02  .2793E+03   .9999492  .0036867  .0093776
T 4193  1 .1916547E+07   5000222E-02  .3901E+02 -.1746E+02   .9999658  .0081407 -.0014330
T 4194  1 .1923286E+07   5000223E-02  .2930E+03 -.1500E+03   .9999060  .0124387 -.0057678
T 4195  1 .1930027E+07   5000166E-02  .4524E+02  .2149E+02   .9999880  .0039608  .0028962
T 4196  1 .1919839E+07   5000212E-02  .1919E+03  .1918E+03   .9999713  .0039808  .0064535
T 4197  1 .1913077E+07   5000171E-02 -.1036E+03 -.7431E+02   .9999979 -.0018545  .0008547
T 4198  1 .1925233E+07   5000064E-02  .3032E+02  .2779E+01   .9999919  .0039646  .0007334
T 4199  1 .1918336E+07   5000036E-02  .1439E+02  .2003E+03   .9999390  .0025872  .0107364
T 4200  1 .1921193E+07   5000146E-02 -.1345E+03 -.6747E+02   .9999804 -.0061606 -.0010859
T 4201  1 .1907642E+07   5000114E-02  .3750E+01 -.7731E+02   .9999848  .0001137 -.0055041
T 4202  1 .1917387E+07   5000062E-02  .2557E+02  .3084E+01   .9999993 -.0004465 -.0011210
T 4203  1 .1918935E+07   5000072E-02  .4513E+02 -.5364E+01   .9999966  .0025623  .0004515
T 4204  1 .1925609E+07   5000086E-02 -.6140E+02  .8949E+02   .9999887  .0003642  .0047471
T 4205  1 .1920514E+07   5000067E-02 -.4698E+02 -.1238E+03   .9999916  .0027184 -.0030800
T 4206  1 .1910895E+07   5000142E-02  .4053E+02 -.5741E+02   .9999896  .0045519 -.0002476
T 4207  1 .1920670E+07   5000220E-02 -.9613E+02 -.7794E+00   .9999871 -.0047919  .0016915
T 4208  1 .1918327E+07   5000205E-02  .7021E+03 -.3984E+02   .9998683  .0159846 -.0027950
T 4209  1 .1929219E+07   5000151E-02 -.3551E+02  .1123E+03   .9999838 -.0047139  .0032002
T 4210  1 .1915065E+07   5000167E-02 -.1824E+02  .2046E+02   .9999943 -.0023186  .0024653
T 4211  1 .1924451E+07   5000120E-02 -.2396E+02 -.1828E+03   .9998873  .0062962 -.0136295
T 4212  1 .1939763E+07   5000126E-02  .3214E+02  .1146E+03   .9999906 -.0002621  .0043217
T 4213  1 .1926889E+07   5000134E-02  .6957E+01 -.3651E+01   .9999999  .0002241  .0001589
T 4214  1 .1926180E+07   5000100E-02 -.2053E+03  .2751E+03   .9999512 -.0065727  .0073740
T 4215  1 .1918455E+07   5000013E-02 -.1308E+03  .1361E+03   .9999050 -.0119966  .0067914
T 4216  1 .1918742E+07   5000002E-02  .4820E+02 -.1039E+03   .9999907  .0030454 -.0030492
T 4217  1 .1921449E+07   5000144E-02 -.3061E+03  .8861E+02   .9999063 -.0119166  .0067339
T 4218  1 .1924967E+07   5000074E-02 -.1660E+03 -.7044E+02   .9998754 -.0157237  .0013694
T 4219  1 .1925514E+07   5000197E-02 -.5406E+02 -.6512E+02   .9999648 -.0065975 -.0051934
T 4220  1 .1921199E+07   5000188E-02  .1083E+03  .2864E+02   .9999962  .0027086  .0005114
T 4221  1 .1917954E+07   5000220E-02 -.5715E+01 -.3782E+00   .9999995 -.0008503  .0005095
T 4222  1 .1916510E+07   5000209E-02 -.3429E+02  .1578E+02   .9999942 -.0030380  .0015211
T 4223  1 .1919040E+07   5000018E-02  .2114E+03 -.2799E+02   .9999081  .0120666 -.0061815
T 4224  1 .1933635E+07   5000002E-02 -.2646E+03  .3353E+03   .9998596 -.0122066  .0114756
T 4225  1 .1919223E+07   5000161E-02  .4376E+02  .2035E+03   .9999849 -.0035128  .0042285
T 4226  1 .1917549E+07   5000162E-02 -.5377E+02  .8064E+02   .9999878 -.0042897  .0024688
T 4227  1 .1940293E+07   5000146E-02 -.1924E+02 -.1365E+03   .9999933 -.0007893 -.0035614
T 4228  1 .1916560E+07   5000118E-02  .4711E+01 -.1009E+01   .9999874  .0003568 -.0050053
T 4229  1 .1915208E+07   5000054E-02  .1583E+03  .1019E+03   .9999629  .0075220  .0042011
T 4230  1 .1926021E+07   5000217E-02 -.1735E+03  .7006E+02   .9999779 -.0065657  .0010631
T 4231  1 .1925440E+07   5000008E-02 -.3084E+03  .1295E+03   .9999611 -.0078494  .0040275
T 4232  1 .1937682E+07   5000054E-02 -.2713E+02  .4387E+02   .9999666 -.0065305 -.0049081
T 4233  1 .1918970E+07   5000106E-02 -.8549E+02  .6754E+02   .9999973 -.0018561  .0014258
T 4234  1 .1917044E+07   5000104E-02 -.2302E+03  .2226E+01   .9999575 -.0061552  .0068631
T 4235  1 .1917974E+07   5000204E-02 -.1970E+03  .3496E+02   .9999927 -.0033069  .0019012
T 4236  1 .1929678E+07   5000170E-02 -.9531E+02 -.1382E+02   .9999960 -.0023509 -.0015823
T 4237  1 .1926177E+07   5000073E-02 -.8404E+01  .1896E+02   .9999958  .0018157  .0022608
T 4238  1 .1932486E+07   5000134E-02 -.2637E+02  .1332E+03   .9999865 -.0045555  .0025157
T 4239  1 .1927874E+07   5000084E-02  .8935E+02 -.1566E+03   .9999619  .0084376 -.0022452
T 4240  1 .1918568E+07   5000219E-02 -.1137E+03 -.2263E+02   .9999802 -.0062034  .0010221
T 4241  1 .1929569E+07   5000054E-02  .8115E+01  .3321E+02   .9999986  .0006357  .0015232
T 4242  1 .1912835E+07   5000190E-02 -.9555E+02 -.4309E+02   .9999361 -.0111306 -.0019876
T 4243  1 .1925629E+07   5000061E-02 -.4579E+02 -.5657E+02   .9999797 -.0026865 -.0057806
T 4244  1 .1917106E+07   5000155E-02  .7898E+01 -.4107E+02   .9999971 -.0014053 -.0019699
T 4245  1 .1928595E+07   5000177E-02  .3899E+02 -.1068E+02   .9999986  .0014966 -.0007208
T 4246  1 .1922638E+07   5000190E-02 -.4519E+02 -.3433E+02   .9999840 -.0038185 -.0041768
T 4247  1 .1916572E+07   5000173E-02  .1674E+02 -.9714E+01   .9999885  .0028645 -.0038539
T 4248  1 .1922632E+07   5000198E-02 -.3484E+02  .4151E+02   .9999882  .0000760  .0048668
T 4249  1 .1924915E+07   5000025E-02  .2219E+03  .1070E+03   .9998766  .0143939  .0062920
T 4250  1 .1918975E+07   5000219E-02 -.2750E+01  .1488E+02   .9999987 -.0007219  .0014118
T 4251  1 .1921617E+07   5000072E-02  .1998E+03 -.7740E+02   .9999559  .0082531 -.0044769
T 4252  1 .1927996E+07   5000091E-02 -.2472E+02  .3203E+02   .9999954 -.0013219  .0027369
T 4253  1 .1917490E+07   5000172E-02  .2761E+03 -.5310E+03   .9998938  .0056792 -.0134197
T 4254  1 .1931563E+07   5000047E-02 -.4924E+02  .3668E+02   .9999962 -.0021570 -.0017011
T 4255  1 .1922214E+07   5000221E-02  .1852E+02 -.1247E+01   .9999981  .0006327  .0018524
T 4256  1 .1927628E+07   5000215E-02 -.4778E+02  .4655E+02   .9999980 -.0013562  .0014917
T 4257  1 .1928861E+07   5000118E-02 -.1818E+02  .6312E+02   .9999859 -.0049418  .0019382
T 4258  1 .1937013E+07   5000191E-02  .7023E+02 -.1291E+03   .9999393  .0100572 -.0044903
T 4259  1 .1921494E+07   5000203E-02 -.2933E+03  .2526E+02   .9998901 -.0142950  .0039257
T 4260  1 .1927253E+07   5000206E-02  .9533E+02 -.1616E+02   .9999648  .0078853 -.0028833
T 4261  1 .1924920E+07   5000206E-02  .6757E+01  .2655E+02   .9999996  .0004449  .0008230
T 4262  1 .1919262E+07   5000053E-02 -.3880E+03 -.4191E+03   .9998288 -.0102190 -.0154227
T 4263  1 .1931317E+07   5000170E-02  .8484E+02 -.1379E+03   .9999251  .0051254 -.0111169
T 4264  1 .1930592E+07   5000006E-02 -.2409E+01  .4385E+02   .9999971  .0002805  .0023936
T 4265  1 .1924558E+07   5000101E-02  .5823E+02  .2379E+02   .9999627  .0084645  .0016941
T 4266  1 .1910072E+07   5000211E-02 -.3141E+02 -.3020E+03   .9999099 -.0022490 -.0132354
T 4267  1 .1914721E+07   5000161E-02 -.1717E+02  .6433E+02   .9999852 -.0011595  .0053172
T 4268  1 .1926275E+07   5000135E-02 -.1120E+02 -.1488E+02   .9999853  .0038447 -.0038315
T 4269  1 .1925746E+07   5000002E-02  .5024E+03 -.3084E+03   .9994914  .0312705 -.0062563
T 4270  1 .1919589E+07   5000194E-02 -.1576E+02  .1035E+02   .9999925 -.0038807 -.0001131
T 4271  1 .1913407E+07   5000055E-02  .7021E+02 -.2060E+03   .9999875  .0016883 -.0046975
T 4272  1 .1929928E+07   5000004E-02  .2251E+03  .4125E+01   .9999590  .0082475 -.0037357
T 4273  1 .1911889E+07   5000188E-02  .7131E+01  .7988E+02   .9999540  .0027442  .0091866
T 4274  1 .1910416E+07   5000003E-02  .1106E+03  .1916E+03   .9997463  .0117732  .0192038
T 4275  1 .1930309E+07   5000211E-02 -.9257E+02  .7302E+02   .9999962 -.0019629  .0019470
T 4276  1 .1924790E+07   5000217E-02 -.1570E+03 -.2183E+03   .9999272 -.0083423 -.0087185
T 4277  1 .1927814E+07   5000085E-02 -.1569E+03  .2335E+02   .9999966 -.0025606  .0004142
T 4278  1 .1917430E+07   5000156E-02  .4994E+02 -.6816E+02   .9999780  .0041456 -.0051712
T 4279  1 .1925499E+07   5000196E-02  .2305E+03 -.8772E+02   .9999643  .0073316 -.0041978
T 4280  1 .1921515E+07   5000120E-02  .4286E+03 -.6768E+02   .9999183  .0123545 -.0032933
T 4281  1 .1922919E+07   5000198E-02  .2733E+02 -.6724E+02   .9999940  .0005166 -.0034236
T 4282  1 .1915405E+07   5000051E-02 -.1144E+03 -.2627E+02   .9999752 -.0068861 -.0014719
T 4283  1 .1932291E+07   5000034E-02  .1553E+02  .2408E+02   .9999969 -.0018913  .0016035
T 4284  1 .1930150E+07   5000170E-02  .1215E+03 -.8539E+01   .9999862  .0052263  .0004661
T 4285  1 .1932115E+07   5000192E-02 -.1638E+02  .1529E+01   .9999957 -.0004256 -.0029037
T 4286  1 .1923638E+07   5000025E-02  .2427E+02 -.9797E+01   .9999951  .0028511 -.0013070
T 4287  1 .1917942E+07   5000108E-02 -.2600E+02 -.1241E+02   .9999933 -.0024235 -.0027529
T 4288  1 .1917724E+07   5000100E-02 -.1007E+03  .4055E+02   .9999887 -.0042342  .0021733
T 4289  1 .1915860E+07   5000091E-02 -.2082E+02 -.4927E+02   .9999779  .0004965 -.0066367
T 4290  1 .1922440E+07   5000047E-02  .9709E+02  .6078E+02   .9999944  .0032832 -.0005702
T 4291  1 .1920720E+07   5000154E-02 -.3628E+01 -.1755E+02   .9999975  .0022180  .0002775
T 4292  1 .1923591E+07   5000143E-02 -.5640E+02 -.2002E+02   .9999965 -.0022179 -.0014444
T 4293  1 .1923709E+07   5000064E-02  .3016E+03  .2124E+03   .9999389 -.0001459  .0110513
T 4294  1 .1914090E+07   5000199E-02  .2168E+02  .1862E+02   .9999886 -.0005408  .0047380
T 4295  1 .1925305E+07   5000113E-02  .2121E+02  .1034E+03   .9999558  .0004205  .0093927
T 4296  1 .1921676E+07   5000113E-02 -.1382E+02 -.3057E+02   .9999973 -.0009767 -.0021277
T 4297  1 .1933515E+07   5000191E-02 -.2121E+02 -.2390E+02   .9999752  .0069065 -.0013457
T 4298  1 .1914362E+07   5000220E-02  .3465E+02  .5681E+02   .9999779  .0038456 -.0054195
T 4299  1 .1931207E+07   5000223E-02  .1305E+03  .2904E+02   .9999809  .0058854 -.0018748
T 4300  1 .1919722E+07   5000144E-02 -.3651E+02  .1082E+03   .9999969 -.0014181  .0020462
T 4301  1 .1928856E+07   5000210E-02  .3512E+02 -.9914E+02   .9999945  .0006218 -.0032497
T 4302  1 .1930638E+07   5000225E-02 -.2048E+03 -.4156E+02   .9999449 -.0104614 -.0008525
T 4303  1 .1925349E+07   5000108E-02  .4754E+02  .1544E+03   .9998946  .0051152  .0135853
T 4304  1 .1929673E+07   5000133E-02 -.1022E+03 -.1032E+03   .9999290 -.0101065 -.0063103
T 4305  1 .1929810E+07   5000173E-02  .1611E+03  .1078E+03   .9999811  .0036077  .0049716
T 4306  1 .1928030E+07   5000185E-02 -.6870E+02  .3411E+02   .9999912 -.0023807  .0034669
T 4307  1 .1925251E+07   5000142E-02 -.1137E+02 -.2515E+02   .9999910 -.0009938 -.0041323
T 4308  1 .1932388E+07   5000200E-02  .7169E+02 -.3053E+02   .9999950  .0024789 -.0019646
T 4309  1 .1914017E+07   5000114E-02  .1336E+02  .1186E+03   .9999619  .0025423  .0083553
T 4310  1 .1912394E+07   5000122E-02 -.7446E+02  .2243E+03   .9999816 -.0050595  .0033616
T 4311  1 .1926925E+07   5000051E-02  .7133E+02 -.1868E+03   .9999947  .0032169  .0005716
T 4312  1 .1916923E+07   5000208E-02 -.3621E+02 -.5135E+02   .9999948 -.0025452 -.0019859
T 4313  1 .1929567E+07   5000077E-02  .5742E+02 -.1763E+03   .9999840  .0017440 -.0053758
T 4314  1 .1926648E+07   5000101E-02  .2872E+01 -.1348E+03   .9999899 -.0005501 -.0044701
T 4315  1 .1925728E+07   5000166E-02  .4302E+02 -.2941E+02   .9999411  .0078943 -.0074523
T 4316  1 .1919835E+07   5000144E-02  .1747E+03 -.5925E+02   .9999762  .0065891 -.0020243
T 4317  1 .1937601E+07   5000199E-02 -.3584E+02  .5510E+01   .9999830 -.0024149 -.0053055
T 4318  1 .1918767E+07   5000221E-02 -.3544E+02 -.4260E+02   .9999915 -.0013507 -.0038996
T 4319  1 .1933757E+07   5000139E-02 -.1431E+03 -.6772E+02   .9999703 -.0043871 -.0063370
T 4320  1 .1918891E+07   5000098E-02  .1662E+01  .1454E+02   .9999904  .0012770  .0041892
T 4321  1 .1927953E+07   5000048E-02 -.8697E+01  .1382E+02   .9999956 -.0029554  .0001698
T 4322  1 .1927620E+07   5000210E-02  .3536E+02 -.7904E+02   .9999994  .0005135 -.0009556
T 4323  1 .1930040E+07   5000110E-02  .8669E+02  .8711E+01   .9999958  .0017850 -.0022765
T 4324  1 .1931114E+07   5000182E-02  .1259E+01  .5247E+01   .9999985  .0015190 -.0008584
T 4325  1 .1927308E+07   5000170E-02  .1848E+01 -.1497E+02   .9999974  .0022757  .0003071
T 4326  1 .1921788E+07   5000020E-02 -.3894E+02  .1161E+03   .9999934 -.0005542  .0036030
T 4327  1 .1921744E+07   5000145E-02  .1797E+02  .7323E+01   .9999999 -.0002454 -.0002995
T 4328  1 .1922511E+07   5000101E-02 -.1513E+02 -.4547E+02   .9998798 -.0082631 -.0131200
T 4329  1 .1911506E+07   5000046E-02  .4131E+02  .2387E+02   .9999976 -.0021233  .0004662
T 4330  1 .1928836E+07   5000176E-02 -.7134E+02  .1993E+02   .9999923 -.0039267  .0002222
T 4331  1 .1912168E+07   5000080E-02 -.1081E+03  .1254E+03   .9999746 -.0058280  .0041039
T 4332  1 .1923848E+07   5000196E-02  .4009E+02  .8059E+02   .9999742  .0006521  .0071589
T 4333  1 .1921102E+07   5000075E-02  .1570E+03 -.2105E+03   .9999825  .0039385 -.0044074
T 4334  1 .1925542E+07   5000150E-02 -.2639E+03  .2305E+02   .9999298 -.0117199 -.0017158
T 4335  1 .1927333E+07   5000141E-02 -.9526E+03  .9017E+03   .9985651 -.0401173  .0354745
T 4336  1 .1933766E+07   5000205E-02 -.7645E+02  .4498E+01   .9999908 -.0042821  .0000194
T 4337  1 .1917293E+07   5000184E-02  .5969E+02  .1441E+03   .9999760 -.0027961  .0063422
T 4338  1 .1908264E+07   5000143E-02  .4725E+03 -.8534E+03   .9720255  .1131294 -.2058352
T 4339  1 .1928126E+07   5000016E-02  .7536E+02  .3620E+02   .9999959  .0021330  .0019006
T 4340  1 .1926829E+07   5000083E-02  .8753E+02 -.4774E+01   .9999980  .0015661  .0012212
T 4341  1 .1933635E+07   5000007E-02 -.3068E+02 -.4331E+02   .9999794 -.0027293  .0058139
T 4342  1 .1920585E+07   5000100E-02  .2564E+01  .4944E+02   .9999802 -.0008464  .0062321
T 4343  1 .1929394E+07   5000163E-02 -.3697E+02  .7948E+01   .9999958 -.0028563  .0004081
T 4344  1 .1928949E+07   5000206E-02  .4983E+02 -.3012E+02   .9999972  .0005773  .0022803
T 4345  1 .1925721E+07   5000144E-02 -.9646E+01  .3764E+02   .9999697 -.0047344  .0061720
T 4346  1 .1931579E+07   5000220E-02 -.1448E+03 -.2497E+02   .9998867 -.0145148 -.0039862
T 4347  1 .1913189E+07   5000188E-02  .6929E+02  .1812E+02   .9999925  .0024303  .0030229
T 4348  1 .1935205E+07   5000000E-02 -.5267E+01  .2333E+03   .9999970 -.0023768  .0006679
T 4349  1 .1911357E+07   5000205E-02 -.4664E+02 -.3245E+02   .9999922 -.0037169 -.0013586
T 4350  1 .1929186E+07   5000166E-02 -.2389E+02 -.7563E+02   .9999949  .0000506 -.0031980
T 4351  1 .1922995E+07   5000120E-02 -.3806E+02 -.1213E+02   .9999981 -.0011507  .0015526
T 4352  1 .1910495E+07   5000150E-02 -.1689E+02  .3425E+02   .9999858 -.0008834  .0052497
T 4353  1 .1928658E+07   5000147E-02 -.9584E+02  .1115E+03   .9999348 -.0051659  .0101883
T 4354  1 .1926425E+07   5000193E-02 -.2846E+00 -.8547E+01   .9999971  .0022252  .0009045
T 4355  1 .1922873E+07   5000137E-02 -.3151E+02 -.5611E+02   .9999826 -.0014751 -.0057152
T 4356  1 .1928998E+07   5000225E-02 -.2016E+02 -.1643E+03   .9999359  .0086202 -.0073390
T 4357  1 .1919356E+07   5000196E-02 -.5681E+02  .8188E+01   .9999912 -.0032286  .0026866
T 4358  1 .1904049E+07   5000059E-02  .9243E+02 -.1250E+03   .9999959  .0012727 -.0025484
T 4359  1 .1928407E+07   5000037E-02 -.1736E+03  .2787E+02   .9999218 -.0119343  .0037309
T 4360  1 .1922054E+07   5000089E-02  .4314E+02 -.6959E+02   .9999695  .0049586 -.0060365
T 4361  1 .1920629E+07   5000204E-02  .2802E+02 -.3499E+02   .9999044  .0087008  .0107477
T 4362  1 .1933573E+07   5000134E-02  .2823E+02  .9009E+02   .9999181  .0081711  .0098454
T 4363  1 .1925102E+07   5000152E-02 -.1823E+03  .8333E+02   .9999950 -.0031262  .0004323
T 4364  1 .1923915E+07   5000214E-02 -.1810E+03  .3388E+02   .9999597 -.0089769 -.0000773
T 4365  1 .1919343E+07   5000021E-02  .1095E+03  .8969E+02   .9999785  .0039915  .0052060
T 4366  1 .1914244E+07   5000102E-02 -.1900E+01  .2000E+01   .9999957  .0021341  .0020284
T 4367  1 .1918988E+07   5000021E-02 -.1873E+03 -.6674E+02   .9999059 -.0114140 -.0076124
T 4368  1 .1924659E+07   5000103E-02 -.1186E+03 -.2161E+02   .9999912 -.0033244  .0025749
T 4369  1 .1937781E+07   5000077E-02  .3194E+01  .6207E+02   .9999995 -.0003428  .0009560
T 4370  1 .1920996E+07   5000171E-02  .3099E+03  .1178E+03   .9999511  .0087682  .0045711
T 4371  1 .1902534E+07   5000043E-02 -.1510E+02 -.2156E+02   .9999983  .0014365 -.0011415
T 4372  1 .1912911E+07   5000213E-02 -.5526E+02  .5917E+02   .9999896 -.0026485  .0037047
T 4373  1 .1934258E+07   5000006E-02 -.8341E+02  .5298E+02   .9999964 -.0023446  .0013378
T 4374  1 .1913088E+07   5000205E-02 -.6714E+02 -.3994E+02   .9999980 -.0019646 -.0003355
T 4375  1 .1924035E+07   5000035E-02 -.7027E+02 -.1144E+03   .9999841 -.0045541 -.0033134
T 4376  1 .1928604E+07   5000183E-02 -.6282E+02  .1145E+03   .9999860  .0009556  .0051989
T 4377  1 .1914362E+07   5000035E-02 -.1241E+02  .3716E+02   .9999940 -.0008307  .0033503
T 4378  1 .1926797E+07   5000074E-02 -.7227E+02  .5943E+02   .9999735 -.0064284  .0034138
T 4379  1 .1923369E+07   5000150E-02 -.2451E+02 -.1247E+03   .9999769  .0041738 -.0053670
T 4380  1 .1932078E+07   5000102E-02 -.1542E+02  .1809E+02   .9999979 -.0001162  .0020342
T 4381  1 .1915461E+07   5000050E-02  .1082E+03 -.2172E+02   .9999801  .0063063 -.0001743
T 4382  1 .1912725E+07   5000160E-02  .8218E+01 -.7357E+01   .9999983  .0014477 -.0011387
T 4383  1 .1922657E+07   5000205E-02  .3130E+03  .3118E+02   .9999549  .0088456  .0034586
T 4384  1 .1912103E+07   5000196E-02  .7240E+02 -.1343E+03   .9999028  .0026378 -.0136933
T 4385  1 .1929310E+07   5000037E-02  .3454E+02 -.5033E+02   .9999909  .0027457 -.0032543
T 4386  1 .1918478E+07   5000015E-02 -.8540E+02  .8468E+02   .9999705 -.0068025  .0035572
T 4387  1 .1924167E+07   5000219E-02  .5754E+02 -.1969E+03   .9999785  .0060115 -.0026357
T 4388  1 .1928179E+07   5000187E-02  .5278E+02 -.9526E+01   .9999986  .0016459 -.0001312
T 4389  1 .1918142E+07   5000183E-02  .5537E+00  .1161E+03   .9999735 -.0008776  .0072287
T 4390  1 .1917552E+07   5000199E-02 -.6637E+02 -.3938E+00   .9999861 -.0048649 -.0020314
T 4391  1 .1920218E+07   5000079E-02 -.1243E+03 -.9038E+02   .9999874 -.0046007 -.0019983
T 4392  1 .1926686E+07   5000115E-02  .2679E+02  .1296E+03   .9999866  .0014359  .0049706
T 4393  1 .1915359E+07   5000139E-02  .3099E+03  .2273E+02   .9999652  .0083384  .0002783
T 4394  1 .1907997E+07   5000030E-02  .4709E+02  .2088E+02   .9999962  .0023972  .0013743
T 4395  1 .1926993E+07   5000221E-02 -.1783E+02  .3167E+02   .9999340 -.0096489  .0062372
T 4396  1 .1926639E+07   5000214E-02  .2661E+02  .5689E+02   .9999804 -.0023745  .0057943
T 4397  1 .1937548E+07   5000090E-02 -.5361E+02  .9397E+01   .9999924 -.0025785  .0029290
T 4398  1 .1929885E+07   5000156E-02 -.9895E+02 -.1813E+02   .9999918 -.0040296  .0003507
T 4399  1 .1921953E+07   5000127E-02  .1640E+02  .2016E+02   .9999999 -.0001039  .0000826
